Order ID,City,Dark Store ID,Product Category,Delivery Time,Traffic Level,Delivery Partner Rating,Customer Rating,Inventory Wastage %,Cancellation Status,Stock Availability,Delivery Distance,Order Value,Peak Hour,Weather Condition
ORD1424,Delhi,DS-DL-01,Beverages,15,Low,4.8,4.3,3.6,Yes,Out of Stock,3.4,1550,No,Foggy
ORD1425,Kolkata,DS-KL-03,Grocery,28,Medium,4.1,4.2,4.2,No,In Stock,3.0,1774,No,Foggy
ORD1426,Ahmedabad,DS-AH-01,Pet Supplies,32,Medium,4.0,3.6,5.0,No,In Stock,4.3,1592,No,Cloudy
ORD1427,Delhi,DS-DL-04,Fruits & Vegetables,35,Medium,3.8,4.2,4.6,No,In Stock,4.2,547,Yes,Clear
ORD1428,Ahmedabad,DS-AH-03,Dairy,27,Low,4.2,3.6,6.2,No,In Stock,5.8,2040,Yes,Clear
ORD1429,Mumbai,DS-MH-01,Personal Care,19,Low,4.7,4.7,2.8,No,In Stock,8.9,810,Yes,Foggy
ORD1430,Hyderabad,DS-HY-01,Grocery,47,High,4.9,3.4,2.0,Yes,In Stock,6.7,1458,No,Clear
ORD1431,Delhi,DS-DL-04,Pet Supplies,21,Low,4.4,4.7,1.3,No,In Stock,4.0,1846,Yes,Clear
ORD1432,Chennai,DS-CH-01,Pet Supplies,37,Medium,4.4,3.0,1.5,No,In Stock,4.7,1715,No,Rainy
ORD1433,Bangalore,DS-BL-04,Dairy,50,High,4.1,2.7,7.5,Yes,In Stock,9.3,1362,Yes,Rainy
ORD1434,Kolkata,DS-KL-03,Household,43,Medium,4.2,2.9,1.7,No,In Stock,6.4,2247,Yes,Rainy
ORD1435,Delhi,DS-DL-03,Personal Care,32,Medium,4.4,4.4,4.9,No,In Stock,5.2,1052,Yes,Rainy
ORD1436,Pune,DS-PN-01,Dairy,25,Low,3.7,4.9,4.2,No,In Stock,2.9,1229,Yes,Foggy
ORD1437,Chennai,DS-CH-03,Household,28,Low,4.2,3.6,4.6,No,Low Stock,6.3,1535,Yes,Rainy
ORD1438,Kolkata,DS-KL-01,Personal Care,20,Low,3.9,4.5,1.8,No,Low Stock,1.7,2184,Yes,Cloudy
ORD1439,Mumbai,DS-MH-04,Snacks,26,Low,3.7,4.2,3.5,Yes,Out of Stock,2.1,444,No,Rainy
ORD1440,Pune,DS-PN-01,Beverages,37,High,4.6,2.8,2.2,No,In Stock,8.2,896,No,Foggy
ORD1441,Hyderabad,DS-HY-01,Frozen Food,56,High,4.8,2.9,6.9,Yes,Low Stock,3.9,1110,No,Rainy
ORD1442,Bangalore,DS-BL-01,Frozen Food,50,High,4.1,3.1,7.2,Yes,In Stock,5.5,540,Yes,Foggy
ORD1443,Mumbai,DS-MH-04,Dairy,28,Low,3.5,4.2,4.6,No,In Stock,6.1,299,No,Rainy
ORD1444,Ahmedabad,DS-AH-02,Snacks,49,High,4.6,2.5,3.5,Yes,In Stock,5.8,1414,No,Rainy
ORD1445,Kolkata,DS-KL-02,Pet Supplies,35,Medium,4.6,3.6,4.8,No,In Stock,9.0,654,Yes,Clear
ORD1446,Kolkata,DS-KL-02,Household,24,Medium,4.5,4.8,3.2,No,Low Stock,2.2,1571,No,Cloudy
ORD1447,Hyderabad,DS-HY-03,Beverages,36,Medium,4.3,3.1,1.2,No,In Stock,5.1,2253,Yes,Rainy
ORD1448,Delhi,DS-DL-04,Baby Care,31,Medium,4.1,4.2,3.8,No,Out of Stock,2.7,2075,No,Foggy
ORD1449,Delhi,DS-DL-01,Frozen Food,35,High,3.7,3.6,4.6,No,In Stock,2.8,292,No,Clear
ORD1450,Pune,DS-PN-02,Baby Care,45,High,4.2,3.5,2.2,No,In Stock,8.8,1151,No,Cloudy
ORD1451,Chennai,DS-CH-02,Pet Supplies,31,Medium,4.5,4.0,3.2,No,In Stock,6.1,1455,No,Foggy
ORD1452,Bangalore,DS-BL-03,Dairy,24,Medium,4.0,4.6,4.7,No,Out of Stock,3.6,918,No,Clear
ORD1453,Bangalore,DS-BL-02,Dairy,27,Low,4.1,3.7,6.8,No,In Stock,9.8,805,No,Rainy
ORD1454,Chennai,DS-CH-02,Baby Care,32,High,4.1,4.0,1.6,No,In Stock,3.9,217,No,Clear
ORD1455,Chennai,DS-CH-03,Fruits & Vegetables,41,Medium,4.6,3.9,2.4,No,In Stock,5.3,364,No,Rainy
ORD1456,Bangalore,DS-BL-01,Fruits & Vegetables,22,Low,4.0,4.7,1.8,No,In Stock,8.0,1338,Yes,Foggy
ORD1457,Hyderabad,DS-HY-01,Beverages,30,Medium,4.1,4.0,3.4,No,In Stock,1.5,1678,No,Clear
ORD1458,Kolkata,DS-KL-01,Frozen Food,26,Medium,4.0,3.8,5.8,No,In Stock,2.9,2019,No,Clear
ORD1459,Kolkata,DS-KL-02,Fruits & Vegetables,17,Low,4.8,4.7,1.6,No,In Stock,9.9,2351,No,Foggy
ORD1460,Chennai,DS-CH-01,Pet Supplies,52,High,4.9,3.1,3.2,No,Low Stock,2.2,961,Yes,Clear
ORD1461,Kolkata,DS-KL-02,Baby Care,29,Medium,4.3,4.0,1.1,No,In Stock,3.4,2135,No,Cloudy
ORD1462,Delhi,DS-DL-03,Frozen Food,24,Low,3.9,5.0,4.3,No,Low Stock,6.2,1986,Yes,Clear
ORD1463,Pune,DS-PN-03,Household,55,High,4.4,3.8,1.7,Yes,In Stock,8.9,754,Yes,Cloudy
ORD1464,Chennai,DS-CH-01,Grocery,15,Low,3.9,4.6,4.7,No,In Stock,7.9,950,No,Cloudy
ORD1465,Delhi,DS-DL-02,Baby Care,26,Medium,4.5,4.2,1.4,No,In Stock,8.4,252,No,Cloudy
ORD1466,Bangalore,DS-BL-03,Personal Care,37,High,3.7,2.7,1.9,No,In Stock,9.1,2353,No,Cloudy
ORD1467,Delhi,DS-DL-04,Household,42,High,4.0,3.0,4.3,No,Low Stock,6.4,1601,Yes,Rainy
ORD1468,Bangalore,DS-BL-03,Grocery,48,High,4.5,3.0,1.8,Yes,Out of Stock,7.9,657,Yes,Rainy
ORD1469,Delhi,DS-DL-01,Household,44,High,4.4,3.2,4.6,No,In Stock,3.7,242,Yes,Rainy
ORD1470,Delhi,DS-DL-01,Pet Supplies,32,Low,3.6,4.3,4.8,Yes,Out of Stock,2.4,2250,Yes,Rainy
ORD1471,Hyderabad,DS-HY-03,Pet Supplies,26,Low,4.9,4.0,4.9,No,In Stock,2.9,2265,Yes,Rainy
ORD1472,Ahmedabad,DS-AH-02,Pet Supplies,31,Low,3.8,3.7,1.5,Yes,Out of Stock,2.0,756,Yes,Rainy
ORD1473,Ahmedabad,DS-AH-02,Fruits & Vegetables,32,Medium,3.7,3.8,3.4,No,In Stock,9.8,2018,Yes,Clear
ORD1474,Hyderabad,DS-HY-03,Frozen Food,22,Low,4.9,4.5,4.1,No,In Stock,7.0,1823,No,Rainy
ORD1475,Ahmedabad,DS-AH-03,Beverages,24,Low,5.0,4.8,4.6,No,In Stock,4.3,1015,No,Foggy
ORD1476,Chennai,DS-CH-01,Pet Supplies,39,High,4.8,3.6,2.1,No,Low Stock,6.2,1318,No,Clear
ORD1477,Kolkata,DS-KL-02,Household,30,Medium,3.9,4.3,1.4,No,In Stock,5.5,751,No,Foggy
ORD1478,Mumbai,DS-MH-01,Grocery,37,High,4.1,3.5,1.6,No,In Stock,1.9,513,No,Clear
ORD1479,Ahmedabad,DS-AH-02,Dairy,23,Low,3.9,4.5,7.4,No,In Stock,9.6,329,No,Foggy
ORD1480,Kolkata,DS-KL-01,Frozen Food,29,Medium,3.6,3.7,6.6,No,Low Stock,9.0,872,No,Foggy
ORD1481,Ahmedabad,DS-AH-02,Snacks,34,Medium,3.7,4.2,3.6,No,In Stock,6.1,2149,No,Foggy
ORD1482,Bangalore,DS-BL-01,Frozen Food,19,Low,4.0,4.2,4.2,No,Low Stock,4.1,310,No,Cloudy
ORD1483,Chennai,DS-CH-02,Beverages,27,Medium,3.6,3.7,1.9,No,In Stock,1.8,468,No,Foggy
ORD1484,Pune,DS-PN-01,Personal Care,22,Low,4.5,4.5,3.1,No,In Stock,1.2,2123,No,Clear
ORD1485,Mumbai,DS-MH-03,Frozen Food,34,Medium,4.2,4.2,4.8,No,In Stock,8.3,1590,No,Clear
ORD1486,Bangalore,DS-BL-03,Personal Care,42,High,4.8,2.8,2.1,No,In Stock,6.2,1125,Yes,Foggy
ORD1487,Delhi,DS-DL-01,Pet Supplies,31,Medium,4.0,3.6,4.3,No,In Stock,3.7,2411,Yes,Foggy
ORD1488,Chennai,DS-CH-01,Frozen Food,29,Medium,4.8,4.1,4.9,No,Out of Stock,5.2,2382,No,Rainy
ORD1489,Kolkata,DS-KL-03,Grocery,24,Medium,3.9,4.8,4.1,No,Low Stock,4.7,463,No,Foggy
ORD1490,Hyderabad,DS-HY-02,Fruits & Vegetables,44,High,3.9,2.7,1.1,No,Low Stock,3.8,2188,Yes,Cloudy
ORD1491,Kolkata,DS-KL-02,Grocery,20,Low,4.7,4.4,3.2,No,In Stock,1.4,2190,No,Rainy
ORD1492,Mumbai,DS-MH-01,Beverages,28,Medium,4.8,4.2,4.5,No,In Stock,8.6,775,No,Clear
ORD1493,Hyderabad,DS-HY-01,Pet Supplies,49,High,3.9,2.7,4.2,Yes,In Stock,4.5,1166,Yes,Cloudy
ORD1494,Kolkata,DS-KL-01,Snacks,27,Low,3.9,4.1,3.0,No,In Stock,9.5,1496,Yes,Cloudy
ORD1495,Kolkata,DS-KL-02,Dairy,54,High,4.1,3.0,6.6,Yes,Out of Stock,7.7,423,Yes,Cloudy
ORD1496,Hyderabad,DS-HY-02,Baby Care,30,Medium,4.8,4.4,2.6,Yes,Out of Stock,9.8,1246,No,Clear
ORD1497,Pune,DS-PN-01,Dairy,29,Low,4.8,4.3,5.6,No,In Stock,8.8,2213,Yes,Foggy
ORD1498,Ahmedabad,DS-AH-03,Frozen Food,35,High,4.7,4.2,6.0,No,In Stock,6.4,2443,No,Foggy
ORD1499,Chennai,DS-CH-02,Grocery,38,High,4.1,3.4,2.3,No,In Stock,2.4,2315,Yes,Foggy
ORD1500,Bangalore,DS-BL-04,Personal Care,31,Medium,4.4,3.8,2.1,No,In Stock,4.3,1811,Yes,Cloudy
